id,roman_catholic_2011,greek_catholic_2011,calvinist_2011,lutheran_2011,orthodox_christian_2011,other_christian_2011,jewish_2011,atheist_2011,other_2011,percentage_of_religious_population_2011,roman_catholic_2022,greek_catholic_2022,calvinist_2022,lutheran_2022,orthodox_christian_2022,other_christian_2022,jewish_2022,atheist_2022,other_2022,percentage_of_religious_population_2022,change_in_the_number_of_religious_population,educational_attainment_level_2011,educational_attainment_level_2022,bellow_eight_grade_2011,primary_school_2011,secondary_school_2011,high_school_2011,higher_education_2011,bellow_eight_grade_2022,primary_school_2022,secondary_school_2022,high_school_2022,higher_education_2022,change_in_educational_attainment_level
190,13132.0,72.0,2711.0,1384.0,12.0,618.0,11.0,8532.0,78.0,0.6786,9143.0,86.0,2103.0,1079.0,72.0,643.0,6.0,7047.0,59.0,0.6518,-0.2679,0.4781,0.5277,4314,9364,9715,8829,3778,3308,7042,9574,9816,3778,0.04959999999999992
191,33977.0,240.0,7171.0,1687.0,56.0,735.0,28.0,15512.0,316.0,0.7403,23631.0,325.0,6008.0,1365.0,123.0,998.0,24.0,12532.0,307.0,0.7234,-0.2585,0.5755,0.6203,7498,15936,14902,23914,18538,6453,11705,13965,22947,18538,0.04479999999999995
192,10325.0,26.0,2448.0,224.0,3.0,343.0,6.0,1254.0,30.0,0.9145,6864.0,63.0,1901.0,208.0,5.0,351.0,4.0,1600.0,22.0,0.8548,-0.2974,0.4603,0.5272,2371,5406,4827,3848,2206,1609,3848,4867,4507,2206,0.06690000000000002
24,7785.0,26.0,667.0,228.0,0.0,64.0,0.0,840.0,20.0,0.9128,5450.0,36.0,563.0,164.0,5.0,79.0,0.0,1052.0,15.0,0.8571,-0.2819,0.4436,0.4962,1752,3337,2697,2268,1318,1313,2598,2677,2432,1318,0.05259999999999998
25,8067.0,13.0,311.0,278.0,5.0,66.0,3.0,1748.0,17.0,0.8337,4762.0,18.0,199.0,182.0,3.0,126.0,3.0,1550.0,10.0,0.7738,-0.3946,0.4035,0.4587,1999,4231,2707,2139,898,1313,3166,2750,2278,898,0.05519999999999997
26,13060.0,80.0,1192.0,607.0,17.0,368.0,8.0,10346.0,69.0,0.5982,8689.0,74.0,922.0,412.0,12.0,466.0,7.0,7916.0,57.0,0.5734,-0.3092,0.4684,0.5182,3842,9759,9223,8046,3121,2605,7279,8753,8445,3121,0.04980000000000001
27,21152.0,62.0,1582.0,275.0,68.0,229.0,8.0,3436.0,50.0,0.8721,14510.0,75.0,1244.0,213.0,40.0,308.0,8.0,3134.0,44.0,0.8399,-0.2981,0.4639,0.5196,4323,9924,8184,7389,3940,3065,7454,8192,8120,3940,0.05569999999999997
28,77799.0,684.0,9625.0,2589.0,173.0,2930.0,100.0,39018.0,1042.0,0.7087,52457.0,597.0,7519.0,1981.0,159.0,3131.0,82.0,29850.0,883.0,0.6912,-0.2963,0.5751,0.628,17226,37993,31066,55456,42172,13931,25768,28341,52699,42172,0.05290000000000006
29,6703.0,18.0,1062.0,248.0,5.0,85.0,0.0,887.0,17.0,0.9017,4677.0,22.0,938.0,167.0,0.0,89.0,0.0,1079.0,26.0,0.8458,-0.2727,0.456,0.5231,1415,3469,2968,2335,1391,1005,2509,2807,2698,1391,0.06709999999999999
30,8112.0,46.0,2169.0,19.0,0.0,91.0,0.0,1642.0,14.0,0.8642,5266.0,32.0,1442.0,13.0,8.0,82.0,0.0,1272.0,12.0,0.8435,-0.3441,0.3751,0.4304,2421,5069,2974,2058,690,1386,4244,3031,2372,690,0.055300000000000016
31,18189.0,134.0,4978.0,241.0,69.0,185.0,8.0,3913.0,98.0,0.8593,12805.0,136.0,3625.0,184.0,51.0,224.0,3.0,4036.0,79.0,0.8091,-0.2843,0.4368,0.49,4817,11095,7961,7133,3145,3439,8715,8057,8043,3145,0.05319999999999997
32,8196.0,26.0,652.0,52.0,9.0,94.0,5.0,2161.0,17.0,0.8073,5279.0,36.0,456.0,46.0,6.0,141.0,0.0,2499.0,37.0,0.706,-0.337,0.4401,0.4891,1942,4523,3451,2995,1290,1538,3421,3330,3354,1290,0.04899999999999999
33,11686.0,41.0,2536.0,64.0,5.0,236.0,0.0,4446.0,29.0,0.7665,7711.0,46.0,1810.0,31.0,6.0,265.0,7.0,4103.0,29.0,0.7071,-0.3214,0.4362,0.4849,3421,7395,6012,4851,2016,2313,5893,6000,5195,2016,0.04870000000000002
70,13380.0,31.0,621.0,63.0,7.0,196.0,3.0,3344.0,39.0,0.8109,7934.0,46.0,476.0,52.0,8.0,291.0,0.0,2914.0,31.0,0.752,-0.3837,0.475,0.5353,3034,6288,4560,5352,2773,2016,4420,4609,5656,2773,0.06030000000000002
71,13699.0,88.0,8059.0,369.0,53.0,1043.0,43.0,17377.0,138.0,0.5748,9200.0,170.0,5673.0,326.0,40.0,1027.0,26.0,13857.0,113.0,0.5447,-0.2944,0.5036,0.5569,6240,14024,11759,14494,7417,4620,9752,10879,15008,7417,0.0532999999999999
72,11185.0,30.0,464.0,52.0,31.0,132.0,0.0,2070.0,20.0,0.852,6581.0,49.0,413.0,30.0,13.0,255.0,6.0,2460.0,23.0,0.7497,-0.3814,0.4226,0.489,2592,6045,3792,3540,1604,1639,4682,4057,4048,1604,0.06640000000000001
73,16535.0,827.0,5187.0,411.0,292.0,555.0,26.0,12136.0,94.0,0.6635,9577.0,584.0,3220.0,264.0,237.0,484.0,13.0,9453.0,83.0,0.6047,-0.3956,0.4574,0.5177,5968,12806,9527,10450,4251,3875,9626,9157,11598,4251,0.060300000000000076
74,18942.0,44.0,666.0,75.0,42.0,372.0,4.0,2990.0,49.0,0.871,12292.0,68.0,531.0,78.0,41.0,448.0,0.0,3259.0,44.0,0.8056,-0.3314,0.4436,0.5207,3582,9455,5881,5997,3307,2509,6801,6002,7352,3307,0.07710000000000006
75,78826.0,762.0,9328.0,2105.0,457.0,3336.0,180.0,46646.0,1017.0,0.673,55276.0,906.0,7816.0,1827.0,425.0,3309.0,133.0,38837.0,886.0,0.645,-0.2649,0.5888,0.6419,18582,37614,32312,62919,49693,14934,27466,29948,62876,49693,0.053100000000000036
76,11493.0,73.0,4964.0,413.0,41.0,213.0,6.0,12858.0,74.0,0.5733,7616.0,89.0,3705.0,392.0,44.0,265.0,13.0,9210.0,69.0,0.5697,-0.2943,0.4809,0.5473,4884,11498,8429,9957,4926,3097,7714,7785,10485,4926,0.06640000000000001
